id,name,primary_category,primary_subcategories,secondary_categories,content_needs,location,remote_acceptable,business_size,past_creators_hired,avg_creator_rating,budget_range_per_gig,niche_tags,current_gigs_open,active_in_last_30_days,preferred_creator_size,profile_description
biz_0170,Robles-Swanson,auto,"['luxury', 'motorcycle']",[],"['podcast', 'social_posts']","Denver, CO",True,large,2,4.3,"[1500, 3500]","['performance', 'electric_vehicle', 'test_drive']",3,False,mid,"Luxury motorcycles & high-performance EVs | Denver | Test rides available
Premium selection of electric bikes and sports bikes. Innovation meets craftsmanship.
Listen to our podcast on the future of two-wheel performance 🏍️"
biz_0171,"Soto, Carlson and Baker",beauty_wellness,['makeup'],[],"['long_form_video', 'podcast']","San Diego, CA",False,small,5,4.0,"[200, 500]","['luxury', 'anti_aging', 'makeup_tutorial']",1,True,mid,"Luxury makeup & skincare | Anti-aging beauty experts | San Diego
Premium products, tutorials & tips for timeless beauty. DM for consultations."
biz_0172,"Patton, Parsons and Lane",home_real_estate,"['garden', 'real_estate_agency']",[],"['blog_posts', 'long_form_video', 'podcast']","Chicago, IL",True,small,8,4.3,"[500, 1000]","['investment', 'first_time_buyer', 'diy', 'modern']",2,True,any,"Real estate agency | Chicago homes for investors & first-time buyers | Modern properties, expert guidance, DIY-friendly updates"
biz_0173,"Williams, Castillo and Warren",fashion,['vintage'],[],"['reels', 'live_coverage']","Denver, CO",True,small,30,4.0,"[500, 800]","['ethical', 'vintage', 'color_palette']",1,True,large,"Vintage fashion curated with intention. Ethical pieces, bold color palettes. Denver 🎨
Reels & live styling drops weekly."
biz_0174,"Harvey, Randall and Hernandez",food_beverage,"['casual_dining', 'food_trucks']",[],"['photography', 'social_posts']","Denver, CO",False,large,5,4.0,"[1500, 4500]","['italian', 'mexican', 'natural_lighting', 'magazine_quality']",5,True,any,"Denver's favorite food truck meets Italian-Mexican fusion. Fresh ingredients, bold flavors, stunning plates. 🍝🌮 Follow for behind-the-scenes kitchen moments and seasonal specials."
biz_0175,"Allen, Armstrong and Graves",home_real_estate,"['property_management', 'interior_design']",[],"['blog_posts', 'social_posts']","Portland, OR",True,small,0,,"[200, 500]","['renovation', 'small_space', 'luxury', 'investment']",1,False,mid,"Luxury homes & renovations | Portland, OR
Property management + interior design for discerning homeowners
Small spaces, big impact. Investment properties our specialty."
biz_0176,Smith LLC,food_beverage,['cafes'],[],['social_posts'],"Atlanta, GA",False,small,5,4.0,"[200, 500]","['brunch', 'casual', 'vegan', 'mexican']",0,True,large,"Vegan Mexican Cafe | Brunch & Lunch
Fresh plant-based tacos, chilaquiles & more. Casual vibes in Atlanta.
Open daily ☀️"
biz_0177,Hernandez-Vaughn,beauty_wellness,['makeup'],[],['blog_posts'],"Phoenix, AZ",True,small,8,3.5,"[200, 500]","['skincare', 'makeup_tutorial', 'wellness', 'luxury']",0,True,large,"Luxury makeup & skincare | Expert tutorials & tips | Phoenix, AZ. Elevate your glow. ✨"
biz_0178,Shaw-Carr,beauty_wellness,"['supplements', 'spa']",[],"['live_coverage', 'long_form_video']","Seattle, WA",False,small,15,4.7,"[300, 800]","['wellness', 'skincare', 'luxury', 'spa_day']",1,True,any,"Wellness & skincare studio | Supplements & spa treatments | Seattle
Luxury self-care designed for real results. Facials, massage, curated supplements."
biz_0179,Salas-Fitzgerald,food_beverage,['cafes'],[],"['live_coverage', 'reels', 'podcast']","Phoenix, AZ",True,small,2,4.0,"[300, 600]","['fine_dining', 'wine_pairing', 'dessert']",0,True,small,"Elevated café in Phoenix | Wine & dessert pairings | Fine dining vibes, casual setting. Follow for live tastings & behind-the-scenes"
biz_0180,Thornton PLC,travel_hospitality,['tour_operator'],[],"['live_coverage', 'blog_posts', 'reels']","Philadelphia, PA",False,small,1,4.5,"[300, 600]","['couples', 'all_inclusive', 'international']",1,True,mid,Luxury travel experiences for couples | All-inclusive international tours | Philadelphia-based | DM to start planning your next adventure ✈️
biz_0181,Hoffman Ltd,auto,"['motorcycle', 'luxury']",[],"['blog_posts', 'reels', 'live_coverage']","Dallas, TX",False,medium,15,3.5,"[1000, 2000]","['sedan', 'performance', 'truck']",3,True,large,"Luxury & Performance Motorcycles | Dallas, TX
Custom builds, vintage restorations, premium parts
Bikes built for the road. Reels & real-time updates coming soon."
biz_0182,Fox-Edwards,home_real_estate,"['interior_design', 'real_estate_agency']",[],"['live_coverage', 'social_posts']","Philadelphia, PA",False,small,5,4.0,"[200, 700]","['luxury', 'traditional', 'diy', 'renovation', 'small_space']",3,False,mid,"Luxury home design & real estate | Philadelphia
Interiors, renovations, small space solutions
Transforming homes, one room at a time ✨"
biz_0183,Stevens PLC,home_real_estate,"['furniture', 'property_management']",[],"['photography', 'live_coverage', 'blog_posts']","Dallas, TX",True,small,5,4.0,"[300, 600]","['first_time_buyer', 'luxury', 'modern', 'small_space']",0,True,mid,Real estate & furniture in Dallas. Luxury modern homes for first-time buyers and small spaces. Property management & design services.
biz_0184,Payne-Lowe,food_beverage,['food_trucks'],[],['podcast'],"Houston, TX",False,small,30,4.5,"[500, 800]","['italian', 'casual', 'natural_lighting', 'vegan', 'mexican']",1,True,mid,"Wood-fired Italian & Mexican street food 🌮 | Houston-based food truck | Vegan-friendly, made fresh daily | Follow for recipes & food stories on our podcast"
biz_0185,"Becker, Lara and Baker",home_real_estate,['furniture'],[],"['social_posts', 'reels', 'blog_posts']","Portland, OR",True,small,8,4.3,"[500, 800]","['luxury', 'modern', 'diy', 'small_space']",0,False,mid,"Luxury modern furniture for small spaces | Portland, OR | DIY-friendly designs that maximize your home. Curated pieces, big impact."
biz_0186,Lee-Wright,auto,"['luxury', 'ev']",[],"['podcast', 'blog_posts']","Philadelphia, PA",False,small,1,4.3,"[300, 800]","['vintage', 'test_drive', 'off_road', 'sedan', 'luxury']",2,True,small,"Luxury & EV vehicles | Philadelphia
Vintage imports, sedans & off-road builds. Expert test drives & consultations.
Podcast & blog on automotive passion 🏎️"
biz_0187,"Evans, David and Hendrix",fashion,"['high_end', 'sustainable']",[],"['photography', 'blog_posts']","Austin, TX",True,small,0,,"[500, 1000]","['streetwear', 'ootd', 'minimalist']",3,True,small,"High-end sustainable streetwear | Minimalist designs, intentional style | Austin, TX"
biz_0188,Bush-Vaughn,fashion,"['vintage', 'sustainable']",[],['photography'],"Phoenix, AZ",True,small,1,4.5,"[300, 800]","['designer', 'lookbook', 'ootd', 'vintage', 'ethical']",3,True,mid,"Vintage & sustainable fashion | Designer pieces, curated for style & ethics | Phoenix 🌵"
biz_0189,Stewart-Bailey,travel_hospitality,['attraction'],[],['long_form_video'],"Miami, FL",False,medium,5,4.3,"[1000, 2000]","['domestic', 'boutique', 'solo']",1,True,large,"Boutique travel experiences in Miami | Curated getaways for solo travelers | Discover local attractions, hidden gems & unforgettable moments"
biz_0190,"Hill, Martinez and Rhodes",retail,"['big_box', 'specialty']",[],"['podcast', 'long_form_video']","Chicago, IL",False,small,15,4.0,"[200, 500]","['streetwear', 'boutique_finds', 'luxury', 'vintage']",2,True,any,"Streetwear & vintage luxury | Chicago boutique | Curated collections, rare finds, timeless pieces"
biz_0191,Huang-Foster,travel_hospitality,"['bnb', 'luxury_resort']",[],"['social_posts', 'reels']","Nashville, TN",False,medium,8,4.7,"[1000, 2500]","['all_inclusive', 'couples', 'solo', 'international']",0,False,mid,Luxury getaway in Nashville | All-inclusive stays for couples & solo travelers | International guests welcome ✨ | Book your escape today
biz_0192,Blevins-Ballard,home_real_estate,"['interior_design', 'home_improvement']",[],"['live_coverage', 'photography', 'blog_posts']","Portland, OR",False,medium,15,4.7,"[1000, 1500]","['garden', 'small_space', 'modern']",1,True,small,"Interior design & home improvement | Portland, OR
Transforming small spaces into modern homes. Garden design, renovations & styling.
Follow for before/afters, design tips & project updates 🏡"
biz_0193,Williams-Moses,beauty_wellness,['fragrance'],[],"['long_form_video', 'live_coverage', 'podcast']","Seattle, WA",False,medium,8,3.5,"[1000, 1500]","['spa_day', 'skincare', 'luxury', 'clean_beauty', 'makeup_tutorial']",5,True,any,"Luxury fragrance & skincare | Clean beauty, spa moments at home | Seattle
Curated scents, skincare rituals & makeup tips. Discover your signature fragrance 🌿"
biz_0194,Reed Group,home_real_estate,"['property_management', 'home_improvement']",[],['photography'],"Austin, TX",False,small,30,4.5,"[200, 500]","['first_time_buyer', 'renovation', 'luxury']",1,False,any,"Property management & home renovation | Austin, TX | First-time buyers to luxury homes. We handle it all—from tenant relations to full renovations. 🏡"
biz_0195,"Scott, Mendoza and Harris",home_real_estate,['garden'],[],['reels'],"Phoenix, AZ",False,medium,15,4.7,"[1000, 2500]","['diy', 'renovation', 'first_time_buyer', 'luxury']",0,True,any,"Real estate & design | Luxury homes & garden renovations | Phoenix, AZ. First-time buyers to dream upgrades. 🏡"
biz_0196,"Nelson, Hoffman and Nelson",auto,['service'],[],"['live_coverage', 'reels', 'photography']","Los Angeles, CA",True,small,30,4.5,"[500, 1200]","['luxury', 'vintage', 'truck', 'suv']",5,True,any,"Luxury auto service | Vintage cars & trucks | Full diagnostics, restoration & maintenance | Los Angeles"
biz_0197,Gilbert PLC,auto,['used'],[],"['long_form_video', 'photography']","Denver, CO",False,small,0,,"[500, 1200]","['sedan', 'performance', 'off_road', 'truck']",1,True,any,"Used cars & trucks | Performance sedans & off-road builds | Denver-based dealer with character. Quality inventory, fair prices."
biz_0198,Sanchez Ltd,fitness_sports,"['outdoor', 'personal_training']",[],['live_coverage'],"Austin, TX",False,small,0,,"[500, 1000]","['nutrition', 'outdoor', 'recovery', 'gear_review']",2,True,mid,"Outdoor fitness & personal training | Austin, TX
Nutrition, recovery, gear reviews. Training you for real life.
Follow for live workouts & coaching tips 🏃‍♂️"
biz_0199,"Perez, Hall and Garcia",retail,"['specialty', 'boutique']",[],"['live_coverage', 'blog_posts']","Dallas, TX",True,small,2,4.7,"[200, 500]","['boutique_finds', 'tech_gadgets', 'kids', 'vintage', 'outdoor']",0,True,any,"Boutique retail | Curated finds: tech gadgets, vintage, outdoor gear & kids' essentials | Dallas, TX"
biz_0200,Love-Garcia,travel_hospitality,"['attraction', 'luxury_resort']",[],"['blog_posts', 'live_coverage']","Seattle, WA",True,medium,1,4.5,"[1000, 2000]","['adventure', 'boutique', 'solo', 'couples']",0,True,mid,"Luxury boutique resort in the heart of Seattle. Adventure-ready accommodations for couples and solo travelers. Curated experiences, intimate spaces, unforgettable stays ✨"
biz_0201,Smith PLC,beauty_wellness,['makeup'],[],"['social_posts', 'reels', 'podcast']","Seattle, WA",False,medium,8,3.5,"[1000, 1500]","['skincare', 'wellness', 'natural', 'spa_day', 'luxury']",1,True,mid,"Makeup & skincare | Natural, luxury beauty | Seattle-based ✨
Curated products for your glow-up. Facials, treatments & expert makeup artistry.
Wellness starts with what you put on your skin."
biz_0202,Russell Group,auto,['service'],[],['social_posts'],"New York, NY",False,large,30,4.0,"[1500, 3500]","['motorcycle', 'off_road', 'test_drive', 'performance', 'sedan']",1,True,small,"Motorcycle & performance auto service | NYC | Expert diagnostics, custom builds, track prep. Test rides available."
biz_0203,Santos-Avila,beauty_wellness,['skincare'],[],"['live_coverage', 'podcast', 'blog_posts']","Chicago, IL",False,small,8,3.5,"[500, 800]","['anti_aging', 'clean_beauty', 'wellness', 'skincare', 'luxury']",1,True,small,"Skincare & anti-aging | Clean beauty, luxury formulations | Chicago
Dermatologist-approved wellness for your skin. Santos-Avila."
biz_0204,Morris-Brewer,beauty_wellness,"['makeup', 'fragrance']",[],"['blog_posts', 'social_posts', 'long_form_video']","Houston, TX",False,small,30,3.5,"[500, 1200]","['self_care', 'luxury', 'skincare']",2,True,large,"Luxury beauty & fragrance | Curated makeup, skincare & scents | Houston-based self-care essentials"
biz_0205,Pearson and Sons,fitness_sports,"['sports_retail', 'crossfit']",[],"['podcast', 'live_coverage', 'photography']","Miami, FL",False,medium,30,3.5,"[500, 1000]","['outdoor', 'gear_review', 'pilates', 'yoga', 'cycling']",2,True,small,"CrossFit gear & apparel | Yoga, pilates, cycling essentials | Miami-based. Expert reviews, live training coverage & podcasts 🏋️"
biz_0206,"Rodgers, Jefferson and Johnson",auto,"['detailing', 'used']",[],['live_coverage'],"Dallas, TX",False,small,5,4.7,"[200, 500]","['suv', 'sedan', 'performance']",2,True,large,"Used cars & detailing | Dallas, TX | SUVs, sedans, performance vehicles | Quality rides, meticulous prep"
biz_0207,Butler and Sons,beauty_wellness,['makeup'],[],['podcast'],"Portland, OR",False,medium,30,4.7,"[800, 2300]","['wellness', 'luxury', 'makeup_tutorial']",1,True,mid,"Luxury makeup & wellness | Portland-based beauty studio | Tutorials, tips & our weekly podcast 🎙️"
biz_0208,Osborn Group,fashion,"['streetwear', 'athleisure']",[],"['podcast', 'blog_posts']","Portland, OR",True,medium,0,,"[500, 1500]","['lookbook', 'designer', 'color_palette', 'minimalist']",5,True,mid,"Streetwear & athleisure | Portland-based designer collective | Minimalist aesthetics, bold color stories. Podcast & lookbooks."
biz_0209,Lopez-Curry,fashion,['footwear'],[],['photography'],"Philadelphia, PA",True,small,2,4.0,"[300, 800]","['vintage', 'designer', 'ethical', 'minimalist', 'ootd']",1,True,mid,"Vintage & designer footwear | Ethical, minimalist styles | Philadelphia 👟
Curated shoes that last. Timeless pieces, thoughtful sourcing."
biz_0210,Mcdowell-Smith,fitness_sports,"['outdoor', 'sports_retail']",[],"['podcast', 'live_coverage']","Nashville, TN",False,small,8,4.3,"[200, 500]","['strength', 'cycling', 'nutrition', 'cardio']",1,True,small,"Strength & cycling gear | Nutrition guides & training pods | Nashville, TN
Expert advice for every athlete. New episodes weekly 🎙️"
biz_0211,"Morrison, Hebert and Rogers",auto,"['motorcycle', 'detailing']",[],['podcast'],"Philadelphia, PA",False,small,5,4.7,"[200, 700]","['performance', 'test_drive', 'vintage', 'suv']",3,True,any,"Motorcycle detailing & performance work | Philadelphia
Test drives & vintage builds | New episodes on our podcast 🏍️"
biz_0212,Hays-Daniels,auto,"['motorcycle', 'used']",[],['blog_posts'],"Boston, MA",True,small,5,4.3,"[200, 900]","['off_road', 'performance', 'sedan', 'test_drive']",3,True,mid,"Used motorcycles & performance vehicles | Off-road & street builds | Boston, MA
Expert service, test rides available. Find your next ride here."
biz_0213,Small-Anderson,home_real_estate,['garden'],[],"['blog_posts', 'reels', 'podcast']","Miami, FL",True,medium,30,4.3,"[800, 2300]","['investment', 'luxury', 'modern']",3,True,small,Luxury homes & investment properties | Miami real estate | Modern architecture & curated gardens | Expert guidance for discerning buyers
biz_0214,"Mcdonald, Lee and Rodriguez",auto,['motorcycle'],[],"['blog_posts', 'photography', 'live_coverage']","San Diego, CA",False,small,8,3.5,"[500, 800]","['electric_vehicle', 'suv', 'off_road', 'truck', 'luxury']",1,True,any,"Motorcycles & electric vehicles | Custom builds & off-road rigs | San Diego 🏍️
Expert service, passionate riders. From street bikes to luxury SUVs."
biz_0215,Simon Ltd,travel_hospitality,['tour_operator'],[],['photography'],"Denver, CO",False,small,8,4.7,"[300, 600]","['couples', 'luxury_travel', 'international', 'boutique', 'domestic']",0,True,large,Luxury travel experiences crafted for two. Boutique tours across the US and beyond. Let's create your perfect getaway. ✈️
biz_0216,Higgins-Smith,fitness_sports,['yoga'],[],['reels'],"Miami, FL",False,small,8,3.5,"[200, 500]","['pilates', 'outdoor', 'yoga']",0,True,mid,"Yoga & Pilates Studio | Miami
Outdoor classes, mat work, mindful movement
Small group sessions • Beginner-friendly"
biz_0217,Gibbs-Bradley,retail,"['home_goods', 'electronics']",[],"['reels', 'blog_posts']","New York, NY",True,small,2,4.5,"[500, 1200]","['deals', 'streetwear', 'tech_gadgets']",1,True,any,"Home goods & tech gadgets | NYC streetwear finds & deals
Curated selection of electronics and lifestyle essentials
New York, NY"
biz_0218,Thompson Ltd,auto,['ev'],[],['blog_posts'],"Chicago, IL",False,medium,8,4.5,"[800, 2300]","['test_drive', 'motorcycle', 'electric_vehicle', 'suv', 'truck']",0,True,mid,"Electric vehicles & motorcycles | Test drives available | Chicago-based EV specialists. SUVs, trucks, bikes. Premium service."
biz_0219,Wilcox-Robertson,fashion,['sustainable'],[],"['live_coverage', 'reels']","Austin, TX",False,small,15,4.3,"[300, 600]","['streetwear', 'ootd', 'seasonal']",0,True,any,"Sustainable streetwear | Austin, TX
Seasonal drops & vintage finds. Ethically made basics and bold pieces for everyday wear."
biz_0220,Morales Inc,home_real_estate,['real_estate_agency'],[],['podcast'],"New York, NY",True,small,1,4.5,"[500, 800]","['luxury', 'modern', 'diy', 'garden', 'traditional']",5,True,any,Luxury & modern homes in NYC. Real estate expertise meets design passion. Listen to our podcast for insider tips on New York properties and home trends.
biz_0221,Holden Group,fashion,"['vintage', 'sustainable']",[],"['long_form_video', 'social_posts', 'live_coverage']","Phoenix, AZ",True,small,0,,"[200, 500]","['ootd', 'minimalist', 'seasonal']",1,True,any,"Vintage & sustainable fashion | Minimalist pieces, thoughtfully curated | Phoenix, AZ"
biz_0222,Boyle-Smith,fashion,"['high_end', 'footwear']",[],['blog_posts'],"Los Angeles, CA",True,small,1,4.0,"[300, 1000]","['streetwear', 'color_palette', 'designer', 'lookbook']",0,True,any,"Designer footwear & streetwear | Los Angeles
Curated high-end sneakers and shoes. Fresh drops, color stories, styling tips on our blog."
biz_0223,Young-Molina,auto,"['service', 'motorcycle']",[],"['photography', 'long_form_video']","Phoenix, AZ",False,small,0,,"[500, 1000]","['suv', 'performance', 'luxury', 'motorcycle', 'off_road']",5,False,small,"Motorcycle & SUV service | Performance upgrades & off-road builds | Phoenix, AZ. Expert tuning, maintenance, luxury restorations. We handle it all 🏍️"
biz_0224,Turner-Sharp,beauty_wellness,['nail_salon'],[],"['blog_posts', 'photography', 'podcast']","Miami, FL",False,small,1,4.3,"[200, 700]","['wellness', 'skincare', 'spa_day']",1,True,mid,"Nails & wellness in Miami. Gel, acrylics, nail art & skincare treatments. Your self-care destination ✨"
biz_0225,Green LLC,fashion,['athleisure'],[],"['social_posts', 'reels']","Austin, TX",True,medium,1,3.5,"[500, 1000]","['lookbook', 'minimalist', 'streetwear', 'designer']",1,True,mid,Minimalist athleisure for everyday wear | Austin-based | Designer streetwear lookbooks & styling tips 🌿
biz_0226,"Young, Contreras and Marshall",fitness_sports,['outdoor'],[],"['podcast', 'blog_posts']","San Diego, CA",False,small,8,4.3,"[300, 1000]","['cycling', 'nutrition', 'pilates', 'recovery', 'outdoor']",5,False,any,"Cycling • Pilates • Nutrition & Recovery
San Diego-based fitness studio blending outdoor adventures with indoor strength training. New podcast & blog on training, nutrition, and recovery tips."
biz_0227,Sullivan PLC,home_real_estate,['property_management'],[],"['blog_posts', 'social_posts']","Austin, TX",False,small,0,,"[500, 800]","['investment', 'small_space', 'traditional', 'garden']",5,True,large,"Property management & real estate investment | Austin, TX | Residential properties, small spaces, traditional homes with character. We handle it all."
biz_0228,"Carrillo, Vaughn and Fowler",fashion,['footwear'],[],['live_coverage'],"Austin, TX",False,large,2,4.0,"[1500, 4500]","['ethical', 'color_palette', 'ootd', 'designer']",0,True,mid,"Premium footwear | Ethical design & color | Austin, TX
Designer shoes crafted with purpose. Follow for OOTD inspo, new drops & behind-the-scenes."
biz_0229,Richardson-Walker,retail,['big_box'],[],['reels'],"Nashville, TN",False,medium,2,4.0,"[1000, 2500]","['kids', 'home_decor', 'tech_gadgets', 'luxury']",2,True,mid,"Everything for home, kids & tech. Luxury finds at great prices. Nashville's go-to big box shop 🛍️"
biz_0230,Mendoza Group,food_beverage,"['bars', 'bakeries']",[],"['photography', 'reels', 'social_posts']","Brooklyn, NY",True,small,5,4.0,"[500, 1200]","['natural_lighting', 'magazine_quality', 'dessert', 'fine_dining', 'mexican']",1,True,mid,"Bakery & bar | Mexican pastries & cocktails | Brooklyn
Fine dining vibes, natural light, seasonal menus
Instagram-worthy desserts & drinks ✨"
biz_0231,"Zhang, Brooks and Miles",retail,['specialty'],[],['live_coverage'],"Los Angeles, CA",False,small,1,4.5,"[200, 700]","['minimalist', 'outdoor', 'home_decor']",2,False,small,Minimalist home & outdoor decor | Curated pieces for modern living | Los Angeles 🌿
biz_0232,Todd-Pham,home_real_estate,['property_management'],[],"['podcast', 'reels']","Dallas, TX",False,medium,2,4.5,"[1000, 2000]","['luxury', 'modern', 'traditional', 'small_space']",2,True,mid,"Todd-Pham Property Management | Dallas
Luxury & modern homes managed with care. Traditional values, contemporary service. Small spaces to estates. 🏡"
biz_0233,Gill Ltd,auto,"['used', 'luxury']",[],"['long_form_video', 'social_posts', 'blog_posts']","Brooklyn, NY",False,medium,0,,"[500, 2000]","['vintage', 'electric_vehicle', 'suv', 'off_road']",2,False,any,"Luxury used cars & EVs | Vintage classics to modern SUVs | Brooklyn-based dealer with off-road expertise. Premium selection, trusted service."
biz_0234,"Marks, Miller and Griffin",beauty_wellness,"['nail_salon', 'supplements']",[],"['live_coverage', 'social_posts']","Houston, TX",False,medium,8,4.5,"[800, 2300]","['luxury', 'clean_beauty', 'skincare', 'self_care']",0,True,any,"Luxury nail salon & clean beauty supplements | Houston
Curated skincare, nails & wellness in one space. Premium products, expert care."
biz_0235,"Cox, Stark and Rodriguez",home_real_estate,['garden'],[],"['blog_posts', 'podcast', 'social_posts']","Los Angeles, CA",True,medium,15,3.5,"[800, 2300]","['renovation', 'garden', 'small_space', 'modern']",5,True,small,Real estate & garden design | Modern renovations for small spaces | Los Angeles | We help you reimagine your home and outdoor living.
biz_0236,"Leach, Harris and Herrera",auto,['motorcycle'],[],"['social_posts', 'reels', 'photography']","Seattle, WA",False,medium,0,,"[800, 1800]","['sedan', 'truck', 'motorcycle']",3,True,mid,"Custom bikes & restoration | Seattle | Sedan, truck & motorcycle specialists. Full service shop with 20+ years expertise. DM for builds 🏍️"
biz_0237,Murphy PLC,food_beverage,['cafes'],[],"['blog_posts', 'reels']","Austin, TX",False,medium,8,4.3,"[800, 1800]","['dessert', 'fine_dining', 'asian']",5,True,mid,Dessert café in Austin | Fine dining pastries & Asian-inspired sweets | Reels & recipes on our blog
biz_0238,Wilson-Harris,fashion,['streetwear'],[],['live_coverage'],"Nashville, TN",False,small,8,4.7,"[200, 700]","['seasonal', 'lookbook', 'ootd', 'color_palette', 'minimalist']",5,False,mid,"Streetwear & seasonal drops | Nashville-based | Minimalist fits, bold color stories. Fresh lookbooks every season 🖤"
biz_0239,"Burns, Nolan and Griffin",fashion,['accessories'],[],"['long_form_video', 'blog_posts', 'live_coverage']","Denver, CO",False,small,8,4.3,"[500, 1000]","['ootd', 'lookbook', 'color_palette']",5,True,small,"Accessories & style inspo | Denver-based | Curated pieces for every outfit. Shop lookbooks, color palettes & seasonal collections."
biz_0240,Chavez PLC,food_beverage,['bakeries'],[],"['podcast', 'social_posts']","San Francisco, CA",False,small,15,4.3,"[200, 500]","['farm_to_table', 'casual', 'dessert', 'wine_pairing', 'mexican']",2,True,small,"Artisan Mexican bakery | Fresh-baked pastries, breads & desserts | Farm-to-table ingredients | Wine pairings available | San Francisco"
biz_0241,Bryant-Brown,travel_hospitality,['bnb'],[],['long_form_video'],"Phoenix, AZ",False,small,0,,"[500, 1000]","['all_inclusive', 'budget_travel', 'solo', 'boutique', 'family']",3,False,mid,"Boutique B&B in Phoenix | All-inclusive stays for solo travelers & families | Cozy rooms, full breakfast, local tips included"
biz_0242,Chambers-Parker,beauty_wellness,"['supplements', 'skincare']",[],['live_coverage'],"San Diego, CA",False,medium,2,4.5,"[800, 1800]","['clean_beauty', 'anti_aging', 'wellness']",2,True,large,"Clean beauty supplements & skincare | Anti-aging wellness | San Diego
Premium formulations for skin health from the inside out. Shop our curated collection of clean, effective solutions."
biz_0243,Foster Inc,travel_hospitality,"['bnb', 'attraction']",[],"['photography', 'reels', 'long_form_video']","Philadelphia, PA",False,small,1,3.5,"[500, 800]","['solo', 'all_inclusive', 'family', 'adventure']",2,True,any,"Cozy Philadelphia getaway | All-inclusive stays for solo travelers, families & adventure seekers | Local experiences included 🏡"
biz_0244,"Robinson, Jones and Henderson",beauty_wellness,"['supplements', 'nail_salon']",[],['blog_posts'],"San Diego, CA",True,medium,15,3.5,"[800, 2300]","['spa_day', 'wellness', 'drugstore', 'makeup_tutorial', 'anti_aging']",1,True,small,"Nails & wellness supplements | San Diego
Premium manicures, pedicures, and natural supplements
Beauty inside and out 💅"
biz_0245,"Brown, Mcknight and Michael",fitness_sports,"['outdoor', 'yoga']",[],"['photography', 'social_posts', 'reels']","Chicago, IL",False,medium,1,4.5,"[800, 1800]","['running', 'cardio', 'outdoor']",1,True,large,"Outdoor running & yoga studio | Chicago
Cardio workouts, yoga classes, trail runs
Join our community 🏃‍♀️🧘"
biz_0246,Andersen Group,fitness_sports,['sports_retail'],[],"['reels', 'social_posts', 'photography']","Philadelphia, PA",False,small,0,,"[200, 900]","['cycling', 'yoga', 'running', 'gear_review', 'strength']",0,True,mid,"Cycling • Running • Yoga • Strength Training
Premium gear & community in Philadelphia 🚴‍♀️
Expert reviews, local routes & training tips"
biz_0247,Mitchell and Sons,retail,['apparel'],[],"['podcast', 'social_posts']","San Francisco, CA",False,large,15,4.5,"[2000, 5000]","['luxury', 'vintage', 'deals', 'streetwear', 'minimalist']",0,True,mid,"Vintage & contemporary menswear | Luxury streetwear, minimalist essentials | San Francisco
Curated collections, rare finds, and everyday staples. New drops weekly."
biz_0248,Cannon Ltd,travel_hospitality,"['tour_operator', 'boutique_hotel']",[],['photography'],"Los Angeles, CA",False,large,8,4.5,"[3000, 5000]","['couples', 'international', 'family']",0,False,small,"Boutique hotel & curated travel experiences. LA-based. Romantic getaways, family adventures, international escapes. Small group tours & thoughtfully designed rooms. 🌍"
biz_0249,"Stuart, Brooks and Vance",food_beverage,"['casual_dining', 'catering']",[],"['blog_posts', 'photography']","San Diego, CA",True,small,8,3.5,"[500, 1200]","['casual', 'italian', 'dessert']",2,True,mid,"Casual Italian dining & catering | Fresh pasta, wood-fired pizzas, house-made desserts | San Diego"
biz_0250,Kane-Knox,fitness_sports,['outdoor'],[],"['social_posts', 'long_form_video']","Nashville, TN",False,small,0,,"[300, 600]","['gear_review', 'running', 'yoga']",5,False,any,"Outdoor fitness & gear. Running, yoga, and adventure in Nashville. Reviews, tips, and community."
biz_0251,Miller-Brandt,fashion,"['high_end', 'athleisure']",[],['podcast'],"Seattle, WA",False,small,30,4.7,"[500, 1000]","['minimalist', 'seasonal', 'designer', 'streetwear', 'vintage']",0,True,small,"High-end athleisure | Minimalist design meets streetwear
Seattle-based | Seasonal collections, vintage finds & designer pieces
New podcast dropping soon 🎧"
biz_0252,"Anderson, Dalton and Wilson",beauty_wellness,"['skincare', 'nail_salon']",[],['blog_posts'],"Philadelphia, PA",True,medium,0,,"[1000, 2500]","['wellness', 'luxury', 'clean_beauty', 'makeup_tutorial']",3,True,mid,"Skincare & nail studio | Clean beauty, luxury vibes | Philadelphia
Facials, manicures & wellness rituals. Expert care, premium products.
Tips & beauty insights on our blog 💅✨"
biz_0253,"Long, Anderson and Irwin",travel_hospitality,['bnb'],[],"['blog_posts', 'live_coverage', 'social_posts']","Miami, FL",False,small,30,3.5,"[300, 600]","['adventure', 'domestic', 'family', 'all_inclusive']",2,True,mid,"Cozy Miami getaway | Family-friendly B&B | Adventure awaits 🌴 All-inclusive stays, local vibes, unforgettable memories"
biz_0254,Avila LLC,fashion,['vintage'],[],"['social_posts', 'podcast', 'live_coverage']","Nashville, TN",True,small,0,,"[300, 1000]","['vintage', 'luxury', 'ethical']",1,True,mid,"Vintage luxury fashion | Curated pieces, ethical sourcing | Nashville, TN"
